,resets.sent.a2b,ack.pkts.sent.a2b,pure.acks.sent.b2a,sack.pkts.sent.b2a,dsack.pkts.sent.a2b,actual.data.bytes.b2a,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,outoforder.pkts.b2a,pushed.data.pkts.b2a,max.segm.size.b2a,min.segm.size.a2b,min.segm.size.b2a,avg.segm.size.a2b,avg.segm.size.b2a,max.win.adv.a2b,max.win.adv.b2a,min.win.adv.a2b,avg.win.adv.a2b,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.a2b,data.xmit.time.a2b,data.xmit.time.b2a,idletime.max.b2a,throughput.a2b,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,min.retr.time.a2b,avg.retr.time.a2b,sdv.retr.time.a2b,fin.pkts.sent.a2b,rtt.samples.b2a,rtt.min.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.from.3whs.b2a,rtt.full.sz.smpls.b2a,rtt.full.sz.min.b2a,rtt.full.sz.max.b2a,rtt.full.sz.avg.b2a,post.loss.acks.b2a,rtt.min.last.b2a,rtt.max.last.b2a,rtt.avg.last.b2a,rtt.sdv.last.b2a,segs.cum.acked.b2a,triple.dupacks.b2a,max.retrans.b2a,min.retr.time.b2a,max.retr.time.b2a,avg.retr.time.b2a,sdv.retr.time.b2a,syn.pkts.sent.b2a,fin.pkts.sent.b2a,duplicate.acks.b2a,abs.downlinkdelay.min,abs.downlinkdelay.50.,abs.downlinkdelay.75.,abs.downlinkdelay.max,abs.uplinkdelay.25.,abs.uplinkdelay.50.,abs.uplinkdelay.avg,abs.uplinkdelay.75.,abs.uplinkdelay.max,abs.downlinkdeltadelay.25.,abs.uplinkdeltadelay.avg,abs.rtt.min,abs.rtt.25.,abs.rtt.50.,abs.rtt.avg,abs.rtt.75.,abs.rtt.max,abs.cwin.min,abs.cwin.25.,abs.cwin.50.,abs.cwin.avg,abs.cwin.75.,abs.cwin.max,abs.rwin.25.,abs.rwin.50.,abs.rwin.75.,abs.rwin.max,abs.winratio.min,abs.winratio.25.,abs.winratio.50.,abs.winratio.avg,abs.winratio.75.,abs.winratio.max,abs.radiobuffer.min,abs.radiobuffer.25.,abs.radiobuffer.50.,abs.radiobuffer.avg,abs.radiobuffer.75.,abs.radiobuffer.max,abs.idletime.50.,abs.idletime.avg,abs.idletime.75.,abs.idletime.max,abs.segmentsizes.min,abs.segmentsizes.25.,abs.segmentsizes.50.,abs.segmentsizes.avg,abs.segmentsizes.75.,abs.segmentsizes.max,abs.packetlost.sum,abs.pushevents.sum,abs.instanttp.min,abs.instanttp.25.,abs.instanttp.50.,abs.instanttp.75.,abs.instanttp.max,abs.burst.sum,abs.rtoevents.sum,abs.theoricalmaxtp.25.,abs.theoricalmaxtp.50.,abs.theoricalmaxtp.avg,abs.theoricalmaxtp.75.,abs.theoricalmaxtp.max,transfer.datarate
9597,134.0,35914.0,39.0,0.0,0.0,897689919.0,0.0,0.0,58.0,20902.0,65236.0,232.0,4.0,231.0,12672.2,41937920.0,1481856.0,1638400.0,40701916.0,5.0,5.0,382641.0,0.0,33312.0,8.0,460.0,0.0,7.406,112.8,155.0,15.8,28.0,24.2,0.0,28.0,1.0,18.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8518.0,0.0,45.2,0.5,1.7,0.6,1.0,0.3,0.6,0.6,0.0,0.0,0.0,0.0,0.0,31822.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,52.0,64.0,155.0,8.0,11.0,10.5256665047329,13.0,36.0,42.0,96.5256665047329,1.0,55.0,64.0,67.1375946280325,76.0,168.0,0.0,6871212.0,10044461.0,10499011.9313842,12608285.0,19224467.0,41936896.0,41937920.0,41937920.0,41937920.0,0.118945145586619,0.167646273348797,0.240243483701624,0.253065582685418,0.30064897983866,0.458425354789332,0.0,4584339.0,6550892.0,7287922.70486832,9243825.0,17340472.0,0.0,0.109395242020917,0.0,21.999999997206,1.0,2776.0,8328.0,13212.2895589188,19432.0,65236.0,0.0,20899.0,0.00016,829.82688,1015.66344,1205.38592,1390.5008,0.0,0.0,1044.8255999791,1263.76102560862,1259.12961506131,1425.2319999491,69651.5519303484,958690.674
9602,150.0,24053.0,6.0,0.0,0.0,361199321.0,0.0,0.0,8.0,12774.0,65236.0,232.0,2.0,231.0,9207.8,41479168.0,1519872.0,1638400.0,39893521.0,5.0,5.0,139612.0,0.0,26372.0,6.0,460.0,0.0,7.261,158.1,160.0,15.9,22.2,20.0,0.0,22.2,1.0,18.5,22.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4966.0,0.0,53.4,0.7,3.4,0.6,1.0,0.3,0.6,0.6,0.0,0.0,0.0,0.0,0.0,14818.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,41.0,59.0,418.0,8.0,11.0,9.16504581051339,13.0,41.0,27.0,323.165045810513,0.0,41.0,52.0,61.1373007630992,70.0,426.0,0.0,2984608.0,3542764.0,3710702.52124175,3782760.0,7394760.0,41479168.0,41479168.0,41479168.0,41479168.0,0.0626160100414743,0.0738768916483571,0.0854908902705088,0.0930217363483707,0.0912867876231269,0.264948934444983,0.0,1550537.25,2051652.0,2263700.72088857,2697785.0,10106580.0,0.0,0.186471476467127,0.0,33.000000003085,1.0,2776.0,6940.0,9243.63669405411,13880.0,65236.0,0.0,12774.0,8e-05,367.4756,409.09096,453.88736,865.93712,0.0,0.0,423.743999992153,541.705913031702,4016249945.51163,659.737860449774,22418704000000.0,396699.662
9607,288.0,12414.0,19.0,0.0,238.0,207214014.0,0.0,1788187.0,88.0,8262.0,65236.0,232.0,4.0,231.0,7896.0,41940992.0,1839104.0,1638400.0,37611901.0,5.0,5.0,224743.0,0.0,16656.0,5.0,460.0,0.0,7.432,327.2,155.0,20.6,91.5,52.9,39.4,47.5,2.0,23.8,91.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2559.0,0.1,47.4,0.6,1.4,1.4,1.0,0.9,1.4,1.4,50.0,0.0,0.0,0.0,0.0,12759.0,20.0,1.0,0.0,231.5,46.3,0.0,5.0,0.0,343.0,3.0,64.0,116.0,2359.0,9.0,13.0,-49.3160513326752,16.0,51.0,35.0,2227.68394866732,0.0,52.0,79.0,154.245272037882,121.0,2369.0,0.0,2228064.0,2857396.0,3288395.46732478,3624800.0,7363699.0,41937920.0,41937920.0,41939968.0,41940992.0,0.0303598705654711,0.0549455894740697,0.0688069780679266,0.0897315105969309,0.0929986990294225,0.377806559385832,0.0,1086904.0,1699844.0,2144536.72465943,2540464.0,13657037.0,0.0,0.294582214500045,0.0,224.000000001979,0.0,2776.0,5616.0,8130.59684202174,11104.0,65236.0,35.0,8191.0,8e-05,222.37184,258.50784,292.04352,605.90304,17.0,61.0,207.653463412946,289.63079999638,6918081625.61509,397.087076919259,58400136000000.0,219422.682
9615,80.0,15847.0,5.0,0.0,33.0,182322584.0,0.0,172000.0,22.0,8825.0,65236.0,232.0,6.0,231.0,7127.8,41617408.0,1761920.0,1638400.0,38797004.0,5.0,5.0,119040.0,3.0,44416.0,15.0,460.0,0.0,7.315,199.7,155.0,20.9,29.9,27.1,0.0,29.9,1.0,23.5,29.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3256.0,0.0,43.5,0.6,1.5,0.7,1.0,0.3,0.7,0.7,12.0,0.0,0.0,0.0,0.0,9702.0,10.0,1.0,0.0,230.5,46.1,0.0,5.0,0.0,108.0,3.0,54.0,93.0,604.0,15.0,18.0,12.6343783022191,22.0,53.0,38.0,424.634378302219,2.0,60.0,74.0,95.9122001079655,108.0,622.0,0.0,1959184.0,2329792.0,3008427.78259168,2873378.0,7366620.0,41614336.0,41614336.0,41617408.0,41617408.0,0.0308606969526827,0.047377230769704,0.0560331868817972,0.083277441848915,0.0777342019954727,0.342980336334746,0.0,970135.0,1359472.0,1904292.13381081,1864915.5,13724440.0,0.0,0.287632093933257,0.0,197.000000000116,0.0,2776.0,5552.0,7130.9632574719,9716.0,65236.0,6.0,8815.0,8e-05,181.2464,206.08688,235.3684,629.62048,4.0,8.0,216.020419045562,263.194763635167,288.662681844295,328.58262068399,13455.2479932724,200450.798
9623,249.0,13624.0,8.0,0.0,0.0,205837315.0,0.0,1388.0,51.0,9081.0,65236.0,232.0,4.0,231.0,7651.6,41942016.0,1766272.0,1638400.0,38032002.0,5.0,5.0,188652.0,5.0,19432.0,7.0,460.0,0.0,7.475,284.3,155.0,24.2,54.6,39.9,0.0,26.8,1.0,24.2,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2881.0,0.0,44.3,0.7,1.4,0.6,1.0,0.2,0.6,0.6,5.0,0.0,0.0,0.0,0.0,12789.0,2.0,1.0,0.0,231.2,46.24,0.0,5.0,0.0,47.0,3.0,53.0,86.0,491.0,10.0,13.0,3.65353357552152,16.0,45.0,34.0,405.653533575522,3.0,49.0,65.0,86.5550086233362,88.0,510.0,0.0,1789241.0,2231328.0,2987460.34171005,3171321.0,7384063.0,41937920.0,41939968.0,41942016.0,41942016.0,0.0332820292660668,0.0428506822371152,0.0542942904795039,0.0816071977878614,0.0798974469896726,0.367356151061255,0.0,942604.0,1440740.0,2091843.32051234,2176709.0,9704891.0,0.0,0.281985018726677,0.0,194.999999999709,1.0,2776.0,5824.0,7708.34299842661,11104.0,65236.0,1.0,9081.0,8e-05,201.13304,238.47936,278.83448,595.03968,1.0,1.0,236.808634916876,297.700985502932,342.409730154443,374.875569225002,9845.41733169243,214854.92
9630,121.0,24874.0,5.0,0.0,0.0,405018705.0,0.0,0.0,28.0,13703.0,65236.0,232.0,1.0,231.0,9256.0,41937920.0,1696128.0,1638400.0,39935876.0,5.0,5.0,158460.0,5.0,47192.0,17.0,460.0,0.0,7.3,73.8,155.0,23.7,36.3,35.1,0.0,36.3,1.0,32.8,36.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5647.0,0.0,43.6,0.4,0.8,0.8,1.0,0.4,0.8,0.8,0.0,0.0,0.0,0.0,0.0,17174.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,48.0,69.0,266.0,12.0,14.0,14.3104616186258,17.0,44.0,30.0,187.310461618626,0.0,47.0,63.0,68.7932858947816,84.0,281.0,0.0,3647132.0,4822940.0,4774804.0533147,5538642.0,7370125.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0728789601391771,0.0885397511369186,0.115001888505677,0.119419596400939,0.134318630966915,0.34689826051117,0.0,1743624.0,2661648.0,2840527.04583027,3679304.0,11540119.0,0.0,0.173851255329145,0.0,44.9999999982538,1.0,2776.0,6940.0,9592.28543680121,13880.0,65236.0,0.0,13703.0,0.0004,401.7116,455.6048,516.504,731.26608,0.0,0.0,459.521230765303,583.583659562051,2779203399.86418,763.768615369928,58670360000000.0,445288.816
9637,218.0,23828.0,5.0,0.0,40.0,376306526.0,0.0,348460.0,40.0,13179.0,65236.0,232.0,4.0,231.0,9409.4,40702976.0,1637376.0,1638400.0,38593795.0,5.0,5.0,159130.0,5.0,16656.0,6.0,460.0,0.0,7.329,168.6,155.0,25.5,42.5,35.1,0.0,28.1,1.0,25.5,28.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5063.0,0.0,43.2,0.4,1.0,0.8,1.0,0.4,0.8,0.8,7.0,0.0,0.0,0.0,0.0,15761.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,52.0,3.0,35.0,57.0,384.0,11.0,13.0,12.120390591661,16.0,42.0,20.0,256.120390591661,0.0,37.0,49.0,60.790499843243,70.0,403.0,0.0,3063052.0,3506868.0,3800744.64196601,3774414.0,7451590.0,40700928.0,40700928.0,40700928.0,40702976.0,0.0643738007989431,0.0752575469532292,0.0863838780285305,0.101422666266715,0.092730664214823,0.421676653563712,0.0,1270672.0,1823257.0,2118271.17436052,2449148.0,10810110.0,0.0,0.185259564213209,0.0,122.000000003027,0.0,2776.0,6940.0,9439.51536702435,13880.0,65236.0,9.0,13165.0,0.00024,370.93624,442.00032,489.47064,852.9604,8.0,7.0,425.015199996964,561.26956520519,11664531977.5506,742.558060583559,51631104000000.0,409269.109
9644,288.0,20692.0,6.0,0.0,8.0,357824025.0,0.0,41640.0,40.0,11643.0,65236.0,232.0,4.0,231.0,9623.2,41939968.0,1623168.0,1638400.0,39310858.0,5.0,5.0,518660.0,0.0,37476.0,10.0,460.0,0.0,7.292,172.7,160.0,17.9,25.4,23.0,0.0,25.4,1.0,20.6,25.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5004.0,0.0,15.0,0.5,0.8,1.1,1.0,0.2,1.1,1.1,9.0,0.0,0.0,0.0,0.0,13184.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,372.0,3.0,181.0,298.0,555.0,10.0,13.0,9.42183813287091,15.0,38.0,113.0,278.421838132871,0.0,126.0,196.0,243.022733072186,311.0,569.0,0.0,7376908.0,12267572.0,12835706.3341388,16337568.0,27182924.0,41937920.0,41939968.0,41939968.0,41939968.0,0.0495400821023074,0.176156911561591,0.305203106687665,0.314162053275824,0.389546506091755,0.649280279289471,0.0,6115296.0,10719804.0,12032322.5490804,21975340.0,24872982.0,0.0,0.208124857857731,0.0,148.000000001048,1.0,2776.0,6940.0,10234.7835708394,14212.0,148500.0,4.0,11643.0,0.00016,358.54904,421.9904,483.14992,744.82304,3.0,3.0,373.134399994669,434.209784036539,5032999099.15801,549.161949577525,59015264000000.0,393327.843
9651,99.0,20828.0,6.0,0.0,36.0,293500007.0,0.0,330220.0,36.0,11526.0,65236.0,232.0,4.0,231.0,8561.6,41942016.0,1756160.0,1638400.0,39550723.0,5.0,5.0,146441.0,5.0,24984.0,9.0,460.0,0.0,7.25,197.0,160.0,20.8,43.4,32.1,0.0,21.0,1.0,20.8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4278.0,0.0,44.2,0.5,1.3,1.1,1.0,0.3,1.1,1.1,11.0,0.0,0.0,0.0,0.0,13384.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,104.0,3.0,52.0,108.0,304.0,11.0,13.0,10.0806578832053,15.0,38.0,32.0,228.080657883205,0.0,48.0,65.0,81.2240163325863,117.0,329.0,0.0,2769612.0,3084588.0,3881959.35058865,5668280.0,7382376.0,41937920.0,41942016.0,41942016.0,41942016.0,0.0426805844073581,0.0661542292561893,0.0739326407199883,0.10252803132951,0.136336984850704,0.382934086972063,0.0,1405249.0,1976964.0,2692088.83111799,4244069.0,10964287.0,0.0,0.213263219398061,0.0,194.000000003143,0.0,2776.0,6940.0,8564.54293490986,12492.0,65236.0,15.0,11518.0,8e-05,296.03128,335.4624,403.50872,677.02568,9.0,10.0,321.936914281115,391.119258275556,1451041206.09205,526.772499995297,24835288000000.0,324132.616
9656,212.0,22190.0,5.0,0.0,74.0,333272202.0,0.0,434952.0,97.0,11802.0,65236.0,232.0,4.0,231.0,9166.2,41940992.0,1643008.0,1638400.0,39756698.0,5.0,5.0,157423.0,0.0,54132.0,14.0,460.0,0.0,7.448,208.3,155.0,17.9,37.4,28.5,0.0,37.4,1.0,33.7,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4560.0,0.0,46.8,0.5,1.2,0.8,1.0,0.6,0.8,0.8,25.0,0.0,0.0,0.0,0.0,13933.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,148.0,3.0,31.0,48.0,424.0,11.0,13.0,9.78073273008166,16.0,58.0,19.0,245.780732730082,0.0,36.0,45.0,61.2852136761576,60.0,437.0,0.0,2631532.0,2940952.0,3540980.48355771,3360428.0,7474793.0,41937920.0,41940992.0,41940992.0,41940992.0,0.0520500118335064,0.0631833576983177,0.0701263200463924,0.090565764691488,0.0801227591374091,0.326016933375379,0.0,997386.0,1394626.0,1888148.05801699,1948524.5,10409391.0,0.0,0.206223963362445,0.0,200.999999993655,0.0,2776.0,6940.0,9186.7036668601,13880.0,65236.0,37.0,11788.0,0.00016,351.61312,392.18464,428.2344,679.26672,9.0,5.0,408.719529403751,529.792744173726,3127181570.82933,670.031999980293,59587208000000.0,353638.267
9663,15.0,10406.0,94.0,0.0,445.0,144983976.0,0.0,3876520.0,165.0,6349.0,65236.0,232.0,4.0,231.0,7396.2,41942016.0,1763200.0,1638400.0,38147491.0,5.0,5.0,182355.0,4.0,30536.0,10.0,460.0,0.0,7.287,420.1,160.0,21.0,30.9,26.4,0.0,30.9,1.0,26.7,30.9,0.0,12.0,0.0,0.0,0.0,0.0,4.0,2005.0,0.0,45.0,0.6,1.5,0.7,1.0,0.2,0.7,0.7,105.0,0.0,0.0,0.0,0.0,9310.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,551.0,3.0,211.0,278.0,729.0,10.0,15.0,-11.3497810970899,18.0,55.0,136.0,600.65021890291,5.0,145.0,215.0,230.44145630119,276.0,752.0,0.0,4380652.0,5842272.0,5238362.72047386,6328196.0,8342296.0,41937920.0,41940992.0,41940992.0,41942016.0,0.0153609642257178,0.110304210258069,0.139370124697869,0.137243982678551,0.173359885278049,0.367298125549692,0.0,3389982.0,4757988.0,4651487.4462529,5678082.0,13139716.0,0.0,0.377356546821929,0.0,286.999999996624,0.0,2776.0,5552.0,7308.56384647563,9716.0,65236.0,121.0,6190.0,0.00016,149.6832,191.7296,230.89024,537.57904,68.0,48.0,146.67190588149,198.140190475517,241.083410154106,250.068540538851,5062.55679949374,153380.169
9670,0.0,21715.0,48.0,0.0,114.0,306634124.0,0.0,873900.0,161.0,11022.0,65236.0,232.0,4.0,231.0,8769.4,41943040.0,1644160.0,1638400.0,39164745.0,5.0,5.0,177883.0,1.0,37476.0,9.0,460.0,0.0,7.211,209.2,160.0,18.9,24.0,22.7,0.0,24.0,1.0,19.3,24.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,5015.0,0.0,12.4,0.5,0.6,1.0,1.0,0.3,1.0,1.0,43.0,0.0,0.0,0.0,0.0,12722.0,19.0,1.0,0.0,0.2,0.02,0.0,5.0,0.0,271.0,3.0,27.0,41.0,759.0,11.0,13.0,5.8279702970297,16.0,108.0,14.0,725.82797029703,1.0,31.0,41.0,55.4557785707861,54.971592539478,771.0,0.0,2330220.0,2715748.0,2934144.76414427,3753480.0,6894657.0,41937920.0,41937920.0,41943040.0,41943040.0,0.030864522996599,0.0566072463989258,0.0647563827676718,0.0787784853657575,0.0894899368286133,0.443752947773183,0.0,823982.0,1313584.0,1532972.87818246,1925115.0,10600138.0,0.0,0.213378517754584,0.0,199.000000000524,0.0,2776.0,6940.0,9013.85825909373,12492.0,65236.0,59.0,10993.0,0.00016,326.62752,384.15456,496.78042,735.90944,28.0,12.0,395.385469379686,548.303359989034,584.176640624003,711.9898333185,18267.967981732,332180.441
9678,378.0,31821.0,6.0,0.0,0.0,557545720.0,0.0,0.0,53.0,16922.0,65236.0,232.0,4.0,231.0,10305.2,41938944.0,1750784.0,1638400.0,40222001.0,5.0,5.0,197542.5,0.0,19432.0,7.0,460.0,0.0,7.324,50.6,155.0,25.4,31.3,28.7,0.0,31.3,1.0,26.6,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6559.0,0.0,11.1,0.4,0.5,0.9,1.0,0.5,0.9,0.9,0.0,0.0,0.0,0.0,0.0,21671.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,43.0,52.0,170.0,15.0,17.0,16.6888888888889,19.0,47.0,31.0,113.688888888889,0.0,50.0,60.0,61.665861313857,69.0,176.0,0.0,5313560.0,5808462.0,5852368.3313165,6539920.0,7319556.0,41938944.0,41938944.0,41938944.0,41938944.0,0.102108627246313,0.12669751532132,0.138498050880823,0.144225899074322,0.15593907180877,0.359308151820546,0.0,2520408.0,3308158.0,3312428.76473309,4107215.0,7444803.0,0.0,0.136148323588191,0.0,29.0000000022701,1.0,2776.0,6940.0,10314.6585677276,15268.0,65236.0,0.0,16921.0,0.00016,561.04,630.4144,700.89184,890.8792,0.0,0.0,669.394758609148,802.763428558686,3249016851.2583,929.890580630163,58531024000000.0,603918.593
9685,299.0,27582.0,5.0,0.0,17.0,484296505.0,0.0,118900.0,23.0,15088.0,65236.0,232.0,4.0,231.0,10153.8,41940992.0,1743616.0,1638400.0,39800848.0,5.0,5.0,222416.0,2.0,24984.0,9.0,460.0,0.0,7.338,176.9,155.0,22.8,28.9,26.6,0.0,27.1,1.0,22.8,27.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5746.0,0.0,16.5,0.4,0.7,0.8,1.0,0.3,0.8,0.8,4.0,0.0,0.0,0.0,0.0,19693.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,75.0,3.0,36.0,48.0,257.0,15.0,17.0,16.0993509630532,20.0,45.0,22.0,166.099350963053,0.0,42.0,54.0,60.6745853816395,65.0,252.0,0.0,3950779.0,4492956.0,5018585.66027432,6410472.0,7348237.0,41937920.0,41937920.0,41940992.0,41940992.0,0.0704557628680959,0.0943099705469418,0.11177119723213,0.12831403954919,0.153101958103423,0.391081371088348,0.0,1627096.0,2394132.0,2718837.10319477,3582918.0,10742314.0,0.0,0.154889934464868,0.0,127.000000000407,0.0,2776.0,7032.0,10170.429291868,15268.0,65236.0,0.0,15081.0,8e-05,495.93376,564.36776,639.2592,969.4324,0.0,5.0,596.149333320914,757.406896538665,4454674474.0377,891.01651061934,53020640000000.0,523236.858
9693,0.0,100295.0,7.0,0.0,28726.0,381701056.0,0.0,85344333.0,28690.0,12089.0,45804.0,232.0,4.0,231.0,3048.4,33089536.0,1844480.0,1638400.0,32063868.0,5.0,5.0,95668.0,5.0,22208.0,8.0,460.0,0.0,7.519,53.5,150.0,36.9,49.9,43.7,0.0,37.4,1.0,36.9,37.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10318.0,0.0,35.2,0.7,2.3,0.8,1.0,0.5,0.8,0.8,11072.0,0.0,0.0,0.0,0.0,39435.0,641.0,5.0,0.0,68.5,14.74,11.46,5.0,0.0,40341.0,3.0,34.0,46.0,227.0,4.0,16.0,9.30577878796078,19.0,60.0,20.0,163.305778787961,0.0,37.0,49.0,48.726047797204,59.0,243.0,0.0,2943533.0,3252128.0,3345388.49548574,3724209.0,4740832.0,33089536.0,33089536.0,33089536.0,33089536.0,0.073776072290648,0.0914476407284768,0.100491922822973,0.105813907717559,0.115627036897707,0.320908198767291,0.0,1003996.0,1479260.0,1589311.47944007,2029396.0,9933919.0,0.0,0.0682871831874833,0.0,51.9999999960419,0.0,1388.0,1388.0,2774.06564644987,2776.0,276212.0,9177.0,9615.0,0.00016,377.75104,404.47584,429.97544,541.19424,1956.0,6907.0,458.138553181742,563.496499991195,41725550744.2651,702.345481468475,37926656000000.0,314931.633
9700,98.0,30017.0,9.0,0.0,49.0,550117009.0,0.0,383243.0,79.0,16271.0,65236.0,232.0,4.0,231.0,10569.0,41943040.0,1928576.0,1638400.0,40272206.0,5.0,5.0,216919.0,5.0,22208.0,8.0,460.0,0.0,7.328,201.7,155.0,23.2,44.1,34.6,0.0,28.1,1.0,23.2,28.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6236.0,0.0,31.1,0.4,0.7,0.5,1.0,0.3,0.5,0.5,21.0,0.0,0.0,0.0,0.0,21673.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,155.0,3.0,36.0,47.0,329.0,15.0,18.0,17.1575330532918,20.0,47.0,23.0,196.157533053292,0.0,43.0,53.0,57.7131546121627,64.0,349.0,0.0,4872408.0,5205346.0,5508034.52004491,6143172.0,8066872.0,41937920.0,41942016.0,41943040.0,41943040.0,0.0803299019121597,0.116620063781738,0.124394462100171,0.135474316886643,0.151082444190979,0.30043685839372,0.0,1959129.0,2648991.0,2806581.96643373,3449000.0,11492025.0,0.0,0.142804599481211,0.0,197.999999996682,0.0,2776.0,6940.0,10641.1326670928,16656.0,65236.0,5.0,16257.0,8e-05,574.42176,631.02016,696.42464,929.78104,2.0,5.0,694.82924136733,821.012666649562,2844002183.14549,984.903396207832,61339776000000.0,600748.142
9710,130.0,26062.0,9.0,0.0,500.0,496399631.0,0.0,5757132.0,87.0,14448.0,65236.0,232.0,4.0,231.0,10513.2,41942016.0,1641472.0,1638400.0,40288626.0,5.0,5.0,1040785.0,0.0,29148.0,7.0,460.0,0.0,7.307,298.5,160.0,18.4,28.0,23.6,0.0,28.0,1.0,22.2,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5451.0,0.0,18.2,0.4,0.6,1.0,1.0,0.3,1.0,1.0,34.0,0.0,0.0,0.0,0.0,20655.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1262.0,3.0,185.0,217.0,547.0,11.0,13.0,6.44909553973748,15.0,38.0,74.0,380.449095539737,0.0,90.0,194.0,173.155946394356,226.0,547.0,0.0,6520264.0,14612072.0,14463276.0524391,18725608.0,34489028.0,41937920.0,41938944.0,41940992.0,41942016.0,0.129832023142779,0.172757590266756,0.34838744994995,0.349648913377504,0.446496888429046,0.822342735216202,0.0,5054164.5,12341500.0,11395352.9987375,15837205.0,27731624.0,0.0,0.159628194523025,0.0,283.999999999651,0.0,2776.0,6940.0,10715.1524065927,15268.0,65236.0,158.0,14287.0,0.00016,528.41312,603.94696,671.60528,917.27128,52.0,42.0,578.990585855662,669.578562275197,565528748.174271,752.010787867394,12989896000000.0,534193.818
9717,150.0,31697.0,10.0,0.0,0.0,582952615.0,0.0,0.0,2.0,16836.0,65236.0,232.0,2.0,231.0,10744.0,41208832.0,1697536.0,1638400.0,39723882.0,5.0,5.0,189617.0,5.0,73564.0,26.0,460.0,0.0,7.328,29.4,155.0,20.4,25.8,23.8,0.0,22.6,1.0,20.4,22.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7276.0,0.0,22.9,0.4,0.7,0.7,1.0,0.2,0.7,0.7,0.0,0.0,0.0,0.0,0.0,21460.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,54.0,75.0,198.0,11.0,13.0,12.9094997189432,16.0,31.0,42.0,91.9094997189432,0.0,58.0,68.0,82.8975174399112,88.0,217.0,0.0,6636644.0,7281196.0,7507557.98000749,8103240.0,10285924.0,41208832.0,41208832.0,41208832.0,41208832.0,0.127802894292175,0.161049068316229,0.178193111612579,0.186986046299294,0.196773254820714,0.388393920083722,0.0,3761248.5,4765599.0,5173085.59550309,6153762.0,10341102.0,0.0,0.138132623807885,0.0,42.0000000012806,1.0,2776.0,6980.0,10922.91314532,16656.0,65236.0,0.0,16833.0,0.00016,572.8336,684.32032,763.7756,1002.09512,0.0,0.0,645.303794863522,838.287594926098,9906415676.48718,970.631593203888,58745040000000.0,646486.678
